log.prior	log.likelihood	log.likelihood.test.set
-1.377774231769232074e+03 -1.212361345158165477e+03 -9.212573831541803315e+01
-1.387879700607458062e+03 -1.210713032078544302e+03 -9.244701109648028137e+01
-1.379523449062823147e+03 -1.210030073274110691e+03 -9.175543267345813092e+01
-1.387052341473996648e+03 -1.206774749508570039e+03 -9.201236287197008323e+01
-1.406673786731662631e+03 -1.205042079903839749e+03 -9.223657181082938905e+01
-1.406296778386118376e+03 -1.210799878845362173e+03 -9.202066087556002572e+01
-1.384856502339255712e+03 -1.208058900265818011e+03 -9.179944930269047632e+01
-1.388312259897788635e+03 -1.205527792851273716e+03 -9.172775256516445097e+01
-1.398200422701343541e+03 -1.206794989064107540e+03 -9.211835415273344552e+01
-1.370690857154638934e+03 -1.202555547352132180e+03 -9.176602035160058790e+01
-1.361977524359363315e+03 -1.217361845502312690e+03 -9.274045605342732301e+01
-1.360854077849733585e+03 -1.220246348188947650e+03 -9.320783026353021228e+01
-1.360267891118690613e+03 -1.214976329162077946e+03 -9.237875492355499318e+01
-1.358769880004273546e+03 -1.216446066572705149e+03 -9.125816049291663035e+01
-1.360362964661589331e+03 -1.216890586878269687e+03 -9.037411789160518083e+01
-1.376632350539077152e+03 -1.208915202080048857e+03 -9.104807538683854773e+01
-1.386689471783136241e+03 -1.213355694667444823e+03 -9.094414379597142783e+01
-1.378578254136613850e+03 -1.209243683824839309e+03 -9.123988980932801951e+01
-1.387566329407021385e+03 -1.206627244492650789e+03 -9.128760709585563404e+01
-1.386792590811836590e+03 -1.203575332726505621e+03 -9.260849341525263867e+01
-1.366133746211457265e+03 -1.213970322714624899e+03 -9.177491372109003009e+01
-1.367194357026264242e+03 -1.214767368391556374e+03 -9.483160873615685205e+01
-1.373156519259269089e+03 -1.210401849369227421e+03 -9.193813502001441407e+01
-1.371490869290403680e+03 -1.211717148966155719e+03 -9.109860220827727062e+01
-1.373165997128545087e+03 -1.209537777279886313e+03 -9.143528542429791628e+01
-1.390104333148823343e+03 -1.210778769591755918e+03 -9.304954036208613388e+01
-1.392722982262293726e+03 -1.209415350649652510e+03 -9.187201542732344706e+01
-1.377888505617359669e+03 -1.213572105441086705e+03 -9.259402218283977959e+01
-1.363113151075482619e+03 -1.213355895447675039e+03 -9.247088845061040274e+01
-1.348770566180148080e+03 -1.211523478225570216e+03 -9.344834677705256354e+01
-1.348753715816550766e+03 -1.211552477045301657e+03 -9.214600458172807862e+01
-1.327744660632389014e+03 -1.207082899426742870e+03 -9.144589796065696419e+01
-1.329935629347648955e+03 -1.207047942324867790e+03 -9.217727046179220451e+01
-1.331839380152440526e+03 -1.207124358186282961e+03 -9.191247775218536731e+01
-1.343325320823037600e+03 -1.207043217196944852e+03 -9.223464074454065553e+01
-1.365424040784476119e+03 -1.209876486773491024e+03 -9.293968187200107423e+01
-1.370668983294289319e+03 -1.209641347613682683e+03 -9.067407429980681854e+01
-1.379005522541883010e+03 -1.210303630214020359e+03 -9.135477292397087012e+01
-1.381553710570244220e+03 -1.210430921074514799e+03 -9.100945496239026511e+01
-1.387452733077026551e+03 -1.213589113926838081e+03 -9.133094197394788694e+01
-1.381283581793065423e+03 -1.215680238342440362e+03 -9.263600093779922418e+01
-1.384279920419895689e+03 -1.214449679588056370e+03 -9.404871060562123830e+01
-1.376198680906378058e+03 -1.214415108148946274e+03 -9.245409721849799212e+01
-1.387828415427717573e+03 -1.215515444569668261e+03 -9.299029947201611890e+01
-1.400474121012229489e+03 -1.214038204780351862e+03 -9.396930700590684182e+01
-1.405067031171503686e+03 -1.212021900295591649e+03 -9.288710770325468502e+01
-1.400111628985199559e+03 -1.212512553267202520e+03 -9.311994053092649892e+01
-1.396391664806933932e+03 -1.209518970457568685e+03 -9.169597527181920782e+01
-1.402260674983813033e+03 -1.204280110208503402e+03 -9.121977162231362968e+01
-1.392140689335638854e+03 -1.210831110356235513e+03 -9.222809486022862302e+01
-1.390914873519742059e+03 -1.203325559923244327e+03 -9.269999638266702391e+01
-1.398335734584047032e+03 -1.207302459054450992e+03 -9.333900728632818300e+01
-1.405974684342973887e+03 -1.206424657087274227e+03 -9.360682385422956031e+01
-1.398222828369833223e+03 -1.205969043966238360e+03 -9.248759260571870300e+01
-1.384946823943683739e+03 -1.208154104305233432e+03 -9.148366012438370376e+01
-1.358409901505260905e+03 -1.210690195590526173e+03 -9.112444571309026742e+01
-1.338343477665474211e+03 -1.213369122927240142e+03 -9.174773942698016072e+01
-1.319702447795919625e+03 -1.211509595515350838e+03 -9.153690282986042348e+01
-1.321784712929820444e+03 -1.213213455447587876e+03 -9.177610926174688188e+01
-1.328744525572738212e+03 -1.217014091536469323e+03 -9.162523689293215057e+01
-1.317893216359844018e+03 -1.218353874368583092e+03 -9.188224690337352740e+01
-1.313534965017520790e+03 -1.218897006776495346e+03 -9.161044320505112637e+01
-1.310765973811352751e+03 -1.210100346874394745e+03 -9.204246858913040796e+01
-1.314989096399008304e+03 -1.210366823420803939e+03 -9.179275222933893019e+01
-1.315463910073564875e+03 -1.210207710256526980e+03 -9.118808920871083501e+01
-1.320808083900016982e+03 -1.218641406818224368e+03 -9.303768214731942976e+01
-1.334889781900788876e+03 -1.208632453461226532e+03 -9.134889887092518279e+01
-1.344261949045606798e+03 -1.203874743948767673e+03 -9.096648538818465113e+01
-1.344860716603437595e+03 -1.207382305150290222e+03 -9.037654202098985934e+01
-1.356193386299412396e+03 -1.206225205928372588e+03 -9.113418872868552967e+01
-1.332100568753080097e+03 -1.210481470508231723e+03 -9.166434494363639374e+01
